"type","group","category","title","path","subcat","image"
"def",25,"EE","Double Inequality","UCSMPg7-8doubleinequality","Basics","nofile"
"tut",25,"ee","Equations 1","SV_8AZ3cYrdy8Vq9GB","Qualtrics","G3EEeqn1"
"tut",25,"ee","Equations 2","SV_8p3agYjWWQhPDpj","Qualtrics","G3EEeqn2"
"def",25,"EE","Equivalent Equations","UCSMPg7-8equivalentequations","Basics","nofile"
"def",25,"EE","Exponent","UCSMPg7-8exponent","Basics","nofile"
"vid",25,"EE","Exponent Properties Involving Products","zM_p7tfWvLU","Exponents","nofile"
"vid",25,"EE","Exponent Properties Involving Quotients","AR1uqNbjM5s","Exponents","nofile"
"vid",25,"EE","Exponent Rules Part 1","kITJ6qH7jS0","Exponents","nofile"
"vid",25,"EE","Exponent Rules Part 2","rEtuPhl6930","Exponents","nofile"
"tut",25,"ee","Exponents 1","SV_71z0t3lqOGfyv6B","Qualtrics","G3EEexpon1"
"tut",25,"ee","Exponents 2","SV_6PaFpGcarYNviaF","Qualtrics","G3EEexpon2"
"def",25,"EE","Formula","UCSMPg7-8formula","Basics","nofile"
"vid",25,"EE","Inequalities Using Multiplication And Division","PNXozoJWsWc","Equations","nofile"
"vid",25,"EE","Introduction To Exponents","XZRQhkii0h0","Exponents","nofile"
"vid",25,"EE","Introduction To Order Of Operations","ClYdw4d4OmA","Properties","nofile"
"def",25,"EE","Like Terms","UCSMPg7-8liketerms","Basics","nofile"
"def",25,"EE","Linear Equation","UCSMPg7-8linearequation","Basics","nofile"
"def",25,"EE","Linear Inequalities","UCSMPg7-8linearinequalities","Basics","nofile"
"def",25,"EE","Multiplication Property Of Equality","UCSMPg7-8multiplicationpropertyofequality","Properties","nofile"
"def",25,"EE","Multiplication Property Of Inequality","UCSMPg7-8multiplicationpropertyofinequality","Properties","nofile"
"vid",25,"EE","Negative Exponent Intuition","Tqpcku0hrPU","Exponents","nofile"
"vid",25,"EE","Negative Exponents","JnpqlXN9Whw","Exponents","nofile"
"def",25,"EE","Negative Exponents Property","UCSMPg7-8negativeexponentproperty","Properties","nofile"
"def",25,"EE","Order Of Operations","UCSMPg7-8orderofoperations","Basics","nofile"
"vid",25,"EE","Order Of Operations With Exponents","gjrGd9TjjnY","Properties","nofile"
"tut",25,"ee","Patterns 1","SV_0xCVXaEDRUTyxLL","Qualtrics","G3EEpat1"
"def",25,"EE","Power","UCSMPg7-8power","Basics","nofile"
"def",25,"EE","Power Of A Power Property","UCSMPg7-8powerofapowerproperty","Properties","nofile"
"def",25,"EE","Power Of A Product Property","UCSMPg7-8powerofaproductproperty","Properties","nofile"
"def",25,"EE","Power Of A Quotient Property","UCSMPg7-8powerofaquotientproperty","Properties","nofile"
"vid",25,"EE","Powers Of 1 And -1","jYOfMszfzAQ","Exponents","nofile"
"def",25,"EE","Product Of Powers Property","UCSMPg7-8productofpowersproperty","Properties","nofile"
"tut",25,"ee","Properties 1","SV_bx6vgQMnVjZOXf7","Qualtrics","G3EEprop1"
"tut",25,"ee","Properties 2","SV_1IltoozjgzaoVCt","Qualtrics","G3EEprop2"
"def",25,"EE","Quadratic Equation","UCSMPg7-8quadraticequation","Basics","nofile"
"def",25,"EE","Quotient Of Powers Property","UCSMPg7-8quotientofpowersproperty","Properties","nofile"
"vid",25,"EE","Raising A Number To The 0Th And 1St Power","dAvosUEUH6I","Exponents","nofile"
"def",25,"EE","Repeated Addition Property Of Multiplication","UCSMPg7-8repeatedadditionpropertyofmultiplication","Properties","nofile"
"def",25,"EE","Repeated Multiplication Property Of Powers","UCSMPg7-8repeatedmultiplicationpropertyofpowers","Properties","nofile"
"vid",25,"EE","Scientific Notation","i6lfVUp5RW8","Scientific Notation","nofile"
"def",25,"EE","Scientific Notation","UCSMPg7-8scientificnotation","Notations","nofile"
"tut",25,"ee","Scientific Notation 1","SV_9sOLijHHuWqpIVv","Qualtrics","G3EEscinot1"
"tut",25,"ee","Scientific Notation 2","SV_diYTtR1do7qbI6F","Qualtrics","G3EEscinot2"
"tut",25,"ee","Scientific Notation 3","SV_9trXeN1PsIEcXd3","Qualtrics","G3EEscinot3"
"vid",25,"EE","Solving Ax + B = C","XoEn1LfVoTo","Equations","nofile"
"def",25,"EE","Standard Form Of A Quadratic Equation","UCSMPg7-8standardformofaquadraticequation","Basics","nofile"
"def",25,"EE","Standard Form Of An Equation Of A Line","UCSMPg7-8standardformofanequationofaline","Basics","nofile"
"def",25,"EE","Substitution Principle","UCSMPg7-8substitutionprinciple","Principles","nofile"
"def",25,"EE","Subtraction Property Of Equality","UCSMPg7-8subtrationpropertyofequality","Properties","nofile"
"vid",25,"EE","Two-Step Equations","tuVd355R-OQ","Equations","nofile"
"vid",25,"EE","Why We Do The Same Thing To Both Sides: Simple Equations","5FBDqY41GjU","Equations","nofile"
"vid",25,"EE","Why We Do The Same Thing To Both Sides: Two-Step Equations","_y_Q3_B2Vh8","Equations","nofile"
"def",25,"EE","Zero Exponent Property","UCSMPg7-8zeroexponentproperty","Properties","nofile"
"tut",25,"geom","2D Shapes 1","SV_3rz9caA8ywURmap","Qualtrics","G2GEOM2d1"
"tut",25,"geom","2D Shapes 2","SV_cYKbAzUyGtdo1dr","Qualtrics","G2GEOM2d2"
"vid",25,"GEOM","30-60-90 Triangle Side Ratios Proof","SFL4stapeUs","Angles","nofile"
"tut",25,"geom","3D Shapes 1","SV_3JzTaKVUFeQuHbf","Qualtrics","G2GEOM3d1"
"vid",25,"GEOM","45-45-90 Triangle Side Ratios","McINBOFCGH8","Angles","nofile"
"def",25,"GEOM","Acute Angle","http://everydaymath.uchicago.edu/images/vocab/acute-angle.jpg","Angles","nofile"
"def",25,"GEOM","Acute Angles","UCSMPg7-8acuteangle","Angles","nofile"
"def",25,"GEOM","Acute Triangle","UCSMPg7-8triangleacute","Shape Recognition","nofile"
"def",25,"GEOM","Adjacent Angles","http://everydaymath.uchicago.edu/images/vocab/adjacent-angles.jpg","Angles","nofile"
"def",25,"GEOM","Adjacent Angles","http://everydaymath.uchicago.edu/images/vocab/adjacent-angles.jpg","Angles","nofile"
"tut",25,"geom","Angles 1","SV_8k5wmWIExjZpBrL","Qualtrics","G3GEOMangl1"
"tut",25,"geom","Angles 1","SV_2lxTKmgUISh2yih","Qualtrics","G2GEOMangl1"
"tut",25,"geom","Angles 2","SV_5yX4tSFOT5xD6lf","Qualtrics","G3GEOMangl2"
"tut",25,"geom","Angles 2","SV_24VY2fhUuz0W1Rb","Qualtrics","G2GEOMangl2"
"def",25,"GEOM","Area Formula Of A Right Triangle","UCSMPg7-8areaformulaforarighttriangle","Measurement","nofile"
"def",25,"GEOM","Area Formula Of A Trapezoid","UCSMPg7-8areaformulaforatrapezoid","Measurement","nofile"
"vid",25,"GEOM","Area Of A Circle","ZyOhRgnFmIY","Measurement","nofile"
"def",25,"GEOM","Area Of A Circle Formula","UCSMPg7-8areaofacircleformula","Measurement","nofile"
"def",25,"GEOM","Area Of A Rectangle","UCSMPg7-8areaofarectangle","Measurement","nofile"
"vid",25,"GEOM","Circles: Radius, Diameter, And Circumference","jyLRpr2P0MQ","Measurement","nofile"
"def",25,"GEOM","Circumference","UCSMPg7-8circumference","Measurement","nofile"
"vid",25,"GEOM","Circumference From Area","Rcb7ZUTOQ1I","Measurement","nofile"
"vid",25,"GEOM","Complementary And Supplementary Angles","BTnAlNSgNsY","Angles","nofile"
"def",25,"GEOM","Complementary Angles","UCSMPg7-8complementaryangles","Angles","nofile"
"def",25,"GEOM","Cone","http://everydaymath.uchicago.edu/images/vocab/cone-5.jpg","3D Shapes","nofile"
"def",25,"GEOM","Congruent","http://everydaymath.uchicago.edu/images/vocab/congruent-5.jpg","Scaling","nofile"
"def",25,"GEOM","Congruent","http://everydaymath.uchicago.edu/images/vocab/congruent-6.jpg","2D Shapes","nofile"
"def",25,"GEOM","Congruent Figures","UCSMPg7-8congruentfigures","Scaling","nofile"
"tut",25,"geom","Coordinates 1","SV_6L7YeeRbuHoOSMJ","Qualtrics","G3GEOMcoord1"
"def",25,"GEOM","Cube","http://everydaymath.uchicago.edu/images/vocab/cube-5.jpg","3D Shapes","nofile"
"def",25,"GEOM","Cylinder","http://everydaymath.uchicago.edu/images/vocab/cylinder-5.jpg","3D Shapes","nofile"
"vid",25,"GEOM","Cylinder Volume And Surface Area","gL3HxBQyeg0","Measurement","nofile"
"def",25,"GEOM","Diameter","http://everydaymath.uchicago.edu/images/vocab/diameter-5.jpg","2D Shapes","nofile"
"def",25,"GEOM","Diameter","http://everydaymath.uchicago.edu/images/vocab/diameter-5.jpg","2D Shapes","nofile"
"def",25,"GEOM","Diameter","UCSMPg7-8diameter","Measurement","nofile"
"def",25,"GEOM","Edge","http://everydaymath.uchicago.edu/images/vocab/edge.jpg","Shapes","nofile"
"def",25,"GEOM","Equilateral Triangle","UCSMPg7-8triangleequilateral","Shape Recognition","nofile"
"def",25,"GEOM","Equilateral Triangles","http://everydaymath.uchicago.edu/images/vocab/equilateral-triangle.jpg","2D Shapes","nofile"
"vid",25,"GEOM","Figuring Out Angles Between Transversal And Parallel Lines","2WjGD3LZEWo","Angles","nofile"
"def",25,"GEOM","Formula","http://everydaymath.uchicago.edu/images/vocab/formula-5.jpg","Shapes","nofile"
"def",25,"GEOM","Formula","http://everydaymath.uchicago.edu/images/vocab/formula-6.jpg","Basics","nofile"
"vid",25,"GEOM","How We Measure Volume","xMz9WFvox9g","3D Shapes","nofile"
"def",25,"GEOM","Hypotenuse","http://everydaymath.uchicago.edu/images/vocab/hypotenuse.jpg","2D Shapes","nofile"
"def",25,"GEOM","Hypotenuse","UCSMPg7-8hypotenuse","Measurement","nofile"
"vid",25,"GEOM","Identifying Parallel And Perpendicular Lines","aq_XL6FrmGs","Angles","nofile"
"def",25,"GEOM","Indirect Measurement","http://everydaymath.uchicago.edu/images/vocab/indirect-measurement.jpg","2D Shapes","nofile"
"def",25,"GEOM","Isosceles Triangle","UCSMPg7-8triangleisosceles","Shape Recognition","nofile"
"vid",25,"GEOM","Language And Notation Of Basic Geometry","il0EJrY64qE","Computation","nofile"
"def",25,"GEOM","Leg Of A Right Triangle","http://everydaymath.uchicago.edu/images/vocab/leg-of-a-right-triangle.jpg","2D Shapes","nofile"
"def",25,"GEOM","Line Of Reflection (Mirror Line)","http://everydaymath.uchicago.edu/images/vocab/line-of-reflection-mirror-line.jpg","Transformations","nofile"
"def",25,"GEOM","Line Of Symmetry","UCSMPg7-8lineofsymmetry","Coordinates","nofile"
"tut",25,"geom","Measurements 1","SV_9S2bzUygz1zu4OF","Qualtrics","G3GEOMmesur1"
"tut",25,"geom","Measurements 1","SV_6Log0LI3pjIEFzT","Qualtrics","G3GEOMmesur2"
"vid",25,"GEOM","Measuring Volume As Area Times Length","daCT_24RnIY","3D Shapes","nofile"
"def",25,"GEOM","Obtuse Angle","http://everydaymath.uchicago.edu/images/vocab/obtuse-angle.jpg","Angles","nofile"
"def",25,"GEOM","Obtuse Angle","UCSMPg7-8obtuseangle","Angles","nofile"
"def",25,"GEOM","Order Of Rotation Symmetry","http://everydaymath.uchicago.edu/images/vocab/order-of-rotation-symmetry.jpg","Coordinates","nofile"
"def",25,"GEOM","Ordered Pair","http://everydaymath.uchicago.edu/images/vocab/ordered-pair.jpg","Coordinates","nofile"
"def",25,"GEOM","Origin","UCSMPg7-8origin","Coordinates","nofile"
"def",25,"GEOM","Parallel Lines","UCSMPg7-8parallellines","Angles","nofile"
"def",25,"GEOM","Parallelogram","UCSMPg7-8parallelogram","Shape Recognition","nofile"
"vid",25,"GEOM","Parts Of A Circle","04N79tItPEA","Measurement","nofile"
"vid",25,"GEOM","Perimeter And Area Basics","LoaBd-sPzkU","Shapes","nofile"
"def",25,"GEOM","Perpendicular","http://everydaymath.uchicago.edu/images/vocab/perpendicular.jpg","Angles","nofile"
"def",25,"GEOM","Perpendicular","UCSMPg7-8perpendicular","Angles","nofile"
"def",25,"GEOM","Polygon","UCSMPg7-8polygon","Shape Recognition","nofile"
"def",25,"GEOM","Polyhedron","http://everydaymath.uchicago.edu/images/vocab/polyhedron-5.jpg","3D Shapes","nofile"
"def",25,"GEOM","Prism","http://everydaymath.uchicago.edu/images/vocab/prism-5.jpg","3D Shapes","nofile"
"def",25,"GEOM","Prism","UCSMPg7-8prism","Shape Recognition","nofile"
"def",25,"GEOM","Pyramid","http://everydaymath.uchicago.edu/images/vocab/pyramid-5.jpg","3D Shapes","nofile"
"def",25,"GEOM","Pythagoream Theorem","UCSMPg7-8pythagoreantheorem","Measurement","nofile"
"def",25,"GEOM","Pythagorean Theorem","http://everydaymath.uchicago.edu/images/vocab/pythagorean-theorem.jpg","2D Shapes","nofile"
"vid",25,"GEOM","Quadrants Of Coordinate Plane","1op92ojA6q0","Coordinates","nofile"
"def",25,"GEOM","Quadrilateral","UCSMPg7-8quadrilateral","Shape Recognition","nofile"
"vid",25,"GEOM","Quadrilateral Overview","Ka82QC4QvGA","2D Shapes","nofile"
"vid",25,"GEOM","Quadrilateral Properties","5CeBlu260Rw","2D Shapes","nofile"
"def",25,"GEOM","Quadrilateral Sum Property","UCSMPg7-8quadrilateralsumproperty","Angles","nofile"
"def",25,"GEOM","Radius","http://everydaymath.uchicago.edu/images/vocab/radius.jpg","2D Shapes","nofile"
"def",25,"GEOM","Radius","http://everydaymath.uchicago.edu/images/vocab/radius.jpg","2D Shapes","nofile"
"def",25,"GEOM","Radius","UCSMPg7-8radius","Measurement","nofile"
"def",25,"GEOM","Rectangular Prism","UCSMPg7-8rectangularprism","Shape Recognition","nofile"
"def",25,"GEOM","Reflection (Flip)","http://everydaymath.uchicago.edu/images/vocab/reflection-flip.jpg","Transformations","nofile"
"def",25,"GEOM","Regular Polygon","http://everydaymath.uchicago.edu/images/vocab/regular-polygon.jpg","2D Shapes","nofile"
"def",25,"GEOM","Regular Tessellation","http://everydaymath.uchicago.edu/images/vocab/regular-tessellation.jpg","Leftovers","nofile"
"def",25,"GEOM","Rhombus","UCSMPg7-8rhombus","Shape Recognition","nofile"
"def",25,"GEOM","Right Angle","http://everydaymath.uchicago.edu/images/vocab/right-angle.jpg","Angles","nofile"
"def",25,"GEOM","Right Angle","UCSMPg7-8rightangle","Angles","nofile"
"def",25,"GEOM","Right Triangle","UCSMPg7-8triangleright","Shape Recognition","nofile"
"def",25,"GEOM","Rotation","UCSMPg7-8rotation","Coordinates","nofile"
"def",25,"GEOM","Rotation (Turn)","http://everydaymath.uchicago.edu/images/vocab/rotation-turn.jpg","Transformations","nofile"
"def",25,"GEOM","Rotation Symmetry","http://everydaymath.uchicago.edu/images/vocab/rotation-symmetry.jpg","Coordinates","nofile"
"tut",25,"geom","Scale 1","SV_7892ufmcOUS4lO5","Qualtrics","G3GEOMscal1"
"def",25,"GEOM","Scalene Triangle","UCSMPg7-8trianglescalene","Shape Recognition","nofile"
"tut",25,"geom","Shapes 1","SV_6L4YnvJTK98Bo6F","Qualtrics","G3GEOMshape1"
"def",25,"GEOM","Similar Figures","http://everydaymath.uchicago.edu/images/vocab/similar-figures.jpg","2D Shapes","nofile"
"def",25,"GEOM","Similar Figures","UCSMPg7-8similarfigures","Scaling","nofile"
"vid",25,"GEOM","Solid Geometry Volume","ZqzAOZ9pP9Q","Measurement","nofile"
"vid",25,"GEOM","Solid Geometry Volume","ZqzAOZ9pP9Q","Measurement","nofile"
"vid",25,"GEOM","Solving For Angles","TOobWKx1xe0","Angles","nofile"
"def",25,"GEOM","Sphere","http://everydaymath.uchicago.edu/images/vocab/sphere-5.jpg","3D Shapes","nofile"
"vid",25,"GEOM","Sum Of Interior Angles Of Any Polygon","ilsS0IDaQ5A","Angles","nofile"
"def",25,"GEOM","Supplementary","UCSMPg7-8supplementary","Angles","nofile"
"def",25,"GEOM","Supplementary Angles","http://everydaymath.uchicago.edu/images/vocab/supplementary-angles.jpg","Angles","nofile"
"def",25,"GEOM","Surface Area","http://everydaymath.uchicago.edu/images/vocab/surface-area.jpg","3D Shapes","nofile"
"def",25,"GEOM","Surface Area","UCSMPg7-8surfacearea","Measurement","nofile"
"vid",25,"GEOM","The Pythagorean Theorem Intro","AA6RfgP-AHU","Measurement","nofile"
"def",25,"GEOM","Translation","UCSMPg7-8translation","Coordinates","nofile"
"def",25,"GEOM","Translation (Slide)","http://everydaymath.uchicago.edu/images/vocab/translation-slide.jpg","Transformations","nofile"
"def",25,"GEOM","Translation Tessellation","http://everydaymath.uchicago.edu/images/vocab/translation-tessellation.jpg","Leftovers","nofile"
"def",25,"GEOM","Transversal","UCSMPg7-8transversal","Angles","nofile"
"def",25,"GEOM","Trapezoid","UCSMPg7-8trapezoid","Shape Recognition","nofile"
"def",25,"GEOM","Triangle Sum Property","UCSMPg7-8trianglesumproperty","Angles","nofile"
"def",25,"GEOM","Vertex","UCSMPg7-8vertex","Angles","nofile"
"def",25,"GEOM","Vertex (Vertices Or Vertexes)","http://everydaymath.uchicago.edu/images/vocab/vertex-vertices-or-vertexes.jpg","Shapes","nofile"
"def",25,"GEOM","Vertical (Opposite) Angles","http://everydaymath.uchicago.edu/images/vocab/vertical-opposite-angles.jpg","Angles","nofile"
"def",25,"GEOM","Vertical (Opposite) Angles","http://everydaymath.uchicago.edu/images/vocab/vertical-opposite-angles.jpg","Angles","nofile"
"def",25,"GEOM","Volume","http://everydaymath.uchicago.edu/images/vocab/volume.jpg","3D Shapes","nofile"
"def",25,"GEOM","Volume","UCSMPg7-8volume","Measurement","nofile"
"def",25,"GEOM","X-Intercept","UCSMPg7-8xintercept","Coordinates","nofile"
"def",25,"GEOM","Y-Intercept","UCSMPg7-8yintercept","Coordinates","nofile"
"def",25,"NS","Absolute Value","UCSMPg7-8absolutevalue","Absolute","nofile"
"tut",25,"ns","Absolute Value 1","SV_0vMhuIXipnBIqDb","Qualtrics","G3NSabsval1"
"tut",25,"ns","Absolute Value 2","SV_3fJyIaYxz6jzEkB","Qualtrics","G3NSabsval2"
"def",25,"NS","Adding (Or Subtracting) Fractions Property","UCSMPg7-8adding(orsubtracting)fractionsproperty","Properties","nofile"
"vid",25,"NS","Adding And Subtracting A Decimal Percentage And Fraction","FSpSrZQzzVs","Computation","nofile"
"vid",25,"NS","Adding Fractions Decimals And Percentages","xEDnwEOOf7Y","Computation","nofile"
"vid",25,"NS","Adding Fractions With Different Signs","QS1LMomm0Gk","Computation","nofile"
"def",25,"NS","Common Factor","http://everydaymath.uchicago.edu/images/vocab/common-factor.jpg","Prime","nofile"
"def",25,"NS","Common Factor","http://everydaymath.uchicago.edu/images/vocab/common-factor.jpg","Computations","nofile"
"vid",25,"NS","Comparing Place Values In Decimals","lR_kUUPL8YY","Placement","nofile"
"def",25,"NS","Composite Number","http://everydaymath.uchicago.edu/images/vocab/composite-number.jpg","Prime","nofile"
"tut",25,"ns","Computation 1","SV_bwlHhDNfBCQoiCV","Qualtrics","G2NScomp1"
"vid",25,"NS","Converting A Fraction To A Repeating Decimal","Y2-tz27nKoQ","Computation","nofile"
"vid",25,"NS","Converting Repeating Decimals To Fractions 1","FPNhCVZlbJs","Computation","nofile"
"vid",25,"NS","Converting Repeating Decimals To Fractions 2","Ihws0d-WLzU","Computation","nofile"
"vid",25,"NS","Decimals And Fractions","NzIoHQfStoM","Equivalence","nofile"
"def",25,"NS","Dividing Fractions Property","UCSMPg7-8dividingfractionsproperty","Properties","nofile"
"def",25,"NS","Divisible By","http://everydaymath.uchicago.edu/images/vocab/divisible-by.jpg","Computations","nofile"
"def",25,"NS","Equal-Fractions Property","UCSMPg7-8equal-fractionsproperty","Properties","nofile"
"tut",25,"ns","Equivalence 1","SV_5iPlmILPQHCBfeZ","Qualtrics","G3NSequiv1"
"vid",25,"NS","Expanding Out A Decimal By Place Value","he4kcTujy30","Placement","nofile"
"def",25,"NS","Exponent","http://everydaymath.uchicago.edu/images/vocab/exponent.jpg","Computations","nofile"
"vid",25,"NS","Expressions With Rational Numbers","a_Wi-6SRBTc","Computation","nofile"
"def",25,"NS","Factor","http://everydaymath.uchicago.edu/images/vocab/factor-5.jpg","Prime","nofile"
"def",25,"NS","Factor","http://everydaymath.uchicago.edu/images/vocab/factor-6.jpg","Prime","nofile"
"def",25,"NS","Factor","UCSMPg7-8factor","Properties","nofile"
"def",25,"NS","Factor Tree","http://everydaymath.uchicago.edu/images/vocab/factor-tree.jpg","Prime","nofile"
"def",25,"NS","Factorization","UCSMPg7-8factorization","Properties","nofile"
"def",25,"NS","Greatest Common Factor","http://everydaymath.uchicago.edu/images/vocab/greatest-common-factor.jpg","Prime","nofile"
"def",25,"NS","Greatest Common Factor","http://everydaymath.uchicago.edu/images/vocab/greatest-common-factor-gcf.jpg","Computations","nofile"
"def",25,"NS","Integer","http://everydaymath.uchicago.edu/images/vocab/integer.jpg","Basics","nofile"
"vid",25,"NS","Intro To Multiplying Decimals","STyoP3rCmb0","Computation","nofile"
"vid",25,"NS","Introduction To Rational And Irrational Numbers","cLP7INqs3JM","Irrational","nofile"
"def",25,"NS","Irrational Number","UCSMPg7-8irrationalnumber","Irrationality","nofile"
"tut",25,"ns","Irrational Numbers 1","SV_3gwHQgPaEN1gSot","Qualtrics","G3NSirrat1"
"tut",25,"ns","Irrational Numbers 2","SV_802V7jt3zBR9rFP","Qualtrics","G3NSirrat2"
"def",25,"NS","Irrationality Of Root N Theorem","UCSMPg7-8irrationalityofrootntheorem","Irrationality","nofile"
"def",25,"NS","Least Common Denominator (Lcd)","UCSMPg7-8leastcommondenominator(LCD)","Properties","nofile"
"def",25,"NS","Least Common Multiple","http://everydaymath.uchicago.edu/images/vocab/least-common-multiple.jpg","Prime","nofile"
"vid",25,"NS","Least Common Multiple (Lcm)","D6yHKOYJiso","Prime","nofile"
"def",25,"NS","Lowest Terms","UCSMPg7-8lowestterms","Basics","nofile"
"vid",25,"NS","More Intuition On Multiplying Decimals","4IWfJ7-CYfE","Computation","nofile"
"vid",25,"NS","Multiple Digit Numbers","-h3Oqhl8fPg","Computation","nofile"
"def",25,"NS","Multiplication Property Of -1","http://everydaymath.uchicago.edu/images/vocab/multiplication-property-of--1.jpg","Computations","nofile"
"def",25,"NS","Multiplying Fractions Property","UCSMPg7-8multiplyingfractionsproperty","Properties","nofile"
