"type","group","category","title","path","subcat","image"
"def",2,"FPR","Mixed Number","http://everydaymath.uchicago.edu/img/vocab/mixed-number.jpg","Computations","nofile"
"def",2,"FPR","Mixed Number","http://everydaymath.uchicago.edu/img/vocab/mixed-number.jpg","Inequality","nofile"
"def",2,"MP","Mode","http://everydaymath.uchicago.edu/img/vocab/mode.jpg","Data","nofile"
"def",2,"MP","Multiplication Counting Principle","http://everydaymath.uchicago.edu/img/vocab/multiplication-counting-principle.jpg","Probability","nofile"
"def",2,"NS","Multiplication Property Of -1","http://everydaymath.uchicago.edu/img/vocab/multiplication-property-of--1.jpg","Computations","nofile"
"def",2,"NS","Negative Numbers","http://everydaymath.uchicago.edu/img/vocab/negative-number.jpg","Ordering","nofile"
"def",2,"NS","Number Model","http://everydaymath.uchicago.edu/img/vocab/number-model-5.jpg","Computations","nofile"
"def",2,"NS","Number-And-Word-Notation","http://everydaymath.uchicago.edu/img/vocab/number-and-word-notation.jpg","Placement","nofile"
"def",2,"FPR","Numerator","http://everydaymath.uchicago.edu/img/vocab/numerator-5.jpg","Computations","nofile"
"def",2,"GEOM","Obtuse Angle","http://everydaymath.uchicago.edu/img/vocab/obtuse-angle.jpg","Angles","nofile"
"def",2,"NS","Opposite Of A Number","http://everydaymath.uchicago.edu/img/vocab/opposite-of-a-number.jpg","Prime","nofile"
"def",2,"NS","Opposite Of A Number N","http://everydaymath.uchicago.edu/img/vocab/opposite-of-a-number-n.jpg","Computations","nofile"
"def",2,"EAT","Order Of Operations","http://everydaymath.uchicago.edu/img/vocab/order-of-operations.jpg","Algebra","nofile"
"def",2,"EAT","Order Of Operations","http://everydaymath.uchicago.edu/img/vocab/order-of-operations.jpg","Algebra","nofile"
"def",2,"GEOM","Order Of Rotation Symmetry","http://everydaymath.uchicago.edu/img/vocab/order-of-rotation-symmetry.jpg","Coordinates","nofile"
"def",2,"GEOM","Ordered Pair","http://everydaymath.uchicago.edu/img/vocab/ordered-pair.jpg","Coordinates","nofile"
"def",2,"MP","Outcome","http://everydaymath.uchicago.edu/img/vocab/outcome.jpg","Probability","nofile"
"def",2,"NS","Partial-Differences Subtraction","http://everydaymath.uchicago.edu/img/vocab/partial-differences-subtraction.jpg","Placement","nofile"
"def",2,"NS","Partial-Sums Addition","http://everydaymath.uchicago.edu/img/vocab/partial-sums-addition.jpg","Placement","nofile"
"def",2,"FPR","Percent","http://everydaymath.uchicago.edu/img/vocab/percent.jpg","Ratios","nofile"
"def",2,"FPR","Percent","http://everydaymath.uchicago.edu/img/vocab/percent.jpg","Computations","nofile"
"def",2,"GEOM","Perpendicular","http://everydaymath.uchicago.edu/img/vocab/perpendicular.jpg","Angles","nofile"
"def",2,"FPR","Per-Unit Rate","http://everydaymath.uchicago.edu/img/vocab/per-unit-rate.jpg","Ratios","nofile"
"def",2,"NS","Place Value","http://everydaymath.uchicago.edu/img/vocab/place-value-5.jpg","Placement","nofile"
"def",2,"GEOM","Polyhedron","http://everydaymath.uchicago.edu/img/vocab/polyhedron-5.jpg","3D Shapes","nofile"
"def",2,"MP","Population","http://everydaymath.uchicago.edu/img/vocab/population.jpg","Data","nofile"
"def",2,"EAT","Power","http://everydaymath.uchicago.edu/img/vocab/power.jpg","Functions","nofile"
"def",2,"NS","Power Of 10","http://everydaymath.uchicago.edu/img/vocab/power-of-10-6.jpg","Placement","nofile"
"def",2,"MP","Predict","http://everydaymath.uchicago.edu/img/vocab/predict.jpg","Probability","nofile"
"def",2,"NS","Prime Factorization","http://everydaymath.uchicago.edu/img/vocab/prime-factorization.jpg","Prime","nofile"
"def",2,"NS","Prime Number","http://everydaymath.uchicago.edu/img/vocab/prime-number.jpg","Prime","nofile"
"def",2,"GEOM","Prism","http://everydaymath.uchicago.edu/img/vocab/prism-5.jpg","3D Shapes","nofile"
"def",2,"MP","Probability","http://everydaymath.uchicago.edu/img/vocab/probability.jpg","Probability","nofile"
"def",2,"MP","Probability","http://everydaymath.uchicago.edu/img/vocab/probability.jpg","Probability","nofile"
"def",2,"MP","Probability Tree Diagram","http://everydaymath.uchicago.edu/img/vocab/probability-tree-diagram.jpg","Probability","nofile"
"def",2,"NS","Product","http://everydaymath.uchicago.edu/img/vocab/product.jpg","Prime","nofile"
"def",2,"FPR","Proper Fraction","http://everydaymath.uchicago.edu/img/vocab/proper-fraction.jpg","Inequality","nofile"
"def",2,"FPR","Proportion","http://everydaymath.uchicago.edu/img/vocab/proportion.jpg","Ratios","nofile"
"def",2,"GEOM","Pyramid","http://everydaymath.uchicago.edu/img/vocab/pyramid-5.jpg","3D Shapes","nofile"
"def",2,"GEOM","Pythagorean Theorem","http://everydaymath.uchicago.edu/img/vocab/pythagorean-theorem.jpg","2D Shapes","nofile"
"def",2,"NS","Quick Common Denominator","http://everydaymath.uchicago.edu/img/vocab/quick-common-denominator.jpg","Prime","nofile"
"def",2,"FPR","Quick Common Denominator","http://everydaymath.uchicago.edu/img/vocab/quick-common-denominator-qcd.jpg","Basics","nofile"
"def",2,"EAT","Quotient","http://everydaymath.uchicago.edu/img/vocab/quotient-5.jpg","Algebra","nofile"
"def",2,"EAT","Quotient","http://everydaymath.uchicago.edu/img/vocab/quotient-6.jpg","Algebra","nofile"
"def",2,"GEOM","Radius","http://everydaymath.uchicago.edu/img/vocab/radius.jpg","2D Shapes","nofile"
"def",2,"GEOM","Radius","http://everydaymath.uchicago.edu/img/vocab/radius.jpg","2D Shapes","nofile"
"def",2,"MP","Random Number","http://everydaymath.uchicago.edu/img/vocab/random-number.jpg","Probability","nofile"
"def",2,"MP","Range","http://everydaymath.uchicago.edu/img/vocab/range.jpg","Data","nofile"
"def",2,"FPR","Rate","http://everydaymath.uchicago.edu/img/vocab/rate.jpg","Ratios","nofile"
"def",2,"FPR","Rate","http://everydaymath.uchicago.edu/img/vocab/rate.jpg","Ratios","nofile"
"def",2,"FPR","Ratio","http://everydaymath.uchicago.edu/img/vocab/ratio.jpg","Ratios","nofile"
"def",2,"FPR","Ratio","http://everydaymath.uchicago.edu/img/vocab/ratio.jpg","Ratios","nofile"
"def",2,"FPR","Reciprocals","http://everydaymath.uchicago.edu/img/vocab/reciprocals.jpg","Computations","nofile"
"def",2,"GEOM","Reflection (Flip)","http://everydaymath.uchicago.edu/img/vocab/reflection-flip.jpg","Transformations","nofile"
"def",2,"GEOM","Regular Polygon","http://everydaymath.uchicago.edu/img/vocab/regular-polygon.jpg","2D Shapes","nofile"
"def",2,"GEOM","Regular Tessellation","http://everydaymath.uchicago.edu/img/vocab/regular-tessellation.jpg","Leftovers","nofile"
"def",2,"EAT","Remainder","http://everydaymath.uchicago.edu/img/vocab/remainder-5.jpg","Algebra","nofile"
"def",2,"EAT","Remainder","http://everydaymath.uchicago.edu/img/vocab/remainder-6.jpg","Algebra","nofile"
"def",2,"FPR","Repeating Decimals","http://everydaymath.uchicago.edu/img/vocab/repeating-decimal.jpg","Ratios","nofile"
"def",2,"GEOM","Right Angle","http://everydaymath.uchicago.edu/img/vocab/right-angle.jpg","Angles","nofile"
"def",2,"GEOM","Rotation (Turn)","http://everydaymath.uchicago.edu/img/vocab/rotation-turn.jpg","Transformations","nofile"
"def",2,"GEOM","Rotation Symmetry","http://everydaymath.uchicago.edu/img/vocab/rotation-symmetry.jpg","Coordinates","nofile"
"def",2,"MP","Sample","http://everydaymath.uchicago.edu/img/vocab/sample.jpg","Data","nofile"
"def",2,"FPR","Scale Factor","http://everydaymath.uchicago.edu/img/vocab/scale-factor.jpg","Ratios","nofile"
"def",2,"NS","Scientific Notation","http://everydaymath.uchicago.edu/img/vocab/scientific-notation.jpg","Placement","nofile"
"def",2,"NS","Scientific Notation","http://everydaymath.uchicago.edu/img/vocab/scientific-notation.jpg","Placement","nofile"
"def",2,"GEOM","Similar Figures","http://everydaymath.uchicago.edu/img/vocab/similar-figures.jpg","2D Shapes","nofile"
"def",2,"FPR","Simplest Form","http://everydaymath.uchicago.edu/img/vocab/simplest-form.jpg","Basics","nofile"
"def",2,"FPR","Simplest Form Of A Fraction","http://everydaymath.uchicago.edu/img/vocab/simplest-form-of-a-fraction.jpg","Inequality","nofile"
"def",2,"EAT","Simplify An Expression","http://everydaymath.uchicago.edu/img/vocab/simplify-an-expression.jpg","Algebra","nofile"
"def",2,"MP","Simulation","http://everydaymath.uchicago.edu/img/vocab/simulation.jpg","Probability","nofile"
"def",2,"FPR","Size Change Factor","http://everydaymath.uchicago.edu/img/vocab/size-change-factor.jpg","Ratios","nofile"
"def",2,"GEOM","Sphere","http://everydaymath.uchicago.edu/img/vocab/sphere-5.jpg","3D Shapes","nofile"
"def",2,"NS","Square Number","http://everydaymath.uchicago.edu/img/vocab/square-number-5.jpg","Computations","nofile"
"def",2,"NS","Standard Notation","http://everydaymath.uchicago.edu/img/vocab/standard-notation.jpg","Placement","nofile"
"def",2,"NS","Standard Notation","http://everydaymath.uchicago.edu/img/vocab/standard-notation.jpg","Basics","nofile"
"def",2,"MP","Stem-And-Leaf Plot","http://everydaymath.uchicago.edu/img/vocab/stem-and-leaf-plot.jpg","Data","nofile"
"def",2,"MP","Stem-And-Leaf Plot","http://everydaymath.uchicago.edu/img/vocab/stem-and-leaf-plot.jpg","Data","nofile"
"def",2,"GEOM","Supplementary Angles","http://everydaymath.uchicago.edu/img/vocab/supplementary-angles.jpg","Angles","nofile"
"def",2,"GEOM","Surface Area","http://everydaymath.uchicago.edu/img/vocab/surface-area.jpg","3D Shapes","nofile"
"def",2,"NS","Trade-First Subtraction","http://everydaymath.uchicago.edu/img/vocab/trade-first-subtraction.jpg","Placement","nofile"
"def",2,"NS","Trade-First Subtraction","http://everydaymath.uchicago.edu/img/vocab/trade-first-subtraction.jpg","Computations","nofile"
"def",2,"GEOM","Translation (Slide)","http://everydaymath.uchicago.edu/img/vocab/translation-slide.jpg","Transformations","nofile"
"def",2,"GEOM","Translation Tessellation","http://everydaymath.uchicago.edu/img/vocab/translation-tessellation.jpg","Leftovers","nofile"
"def",2,"NS","Tree Diagram","http://everydaymath.uchicago.edu/img/vocab/tree-diagram.jpg","Prime","nofile"
"def",2,"EAT","Variable","http://everydaymath.uchicago.edu/img/vocab/variable.jpg","Variable","nofile"
"def",2,"EAT","Variable","http://everydaymath.uchicago.edu/img/vocab/variable.jpg","Variables","nofile"
"def",2,"MP","Venn Diagram","http://everydaymath.uchicago.edu/img/vocab/venn-diagram.jpg","Models","nofile"
"def",2,"GEOM","Vertex (Vertices Or Vertexes)","http://everydaymath.uchicago.edu/img/vocab/vertex-vertices-or-vertexes.jpg","Shapes","nofile"
"def",2,"GEOM","Vertical (Opposite) Angles","http://everydaymath.uchicago.edu/img/vocab/vertical-opposite-angles.jpg","Angles","nofile"
"def",2,"GEOM","Vertical (Opposite) Angles","http://everydaymath.uchicago.edu/img/vocab/vertical-opposite-angles.jpg","Angles","nofile"
"def",2,"GEOM","Volume","http://everydaymath.uchicago.edu/img/vocab/volume.jpg","3D Shapes","nofile"
"tut",2,"geom","2D Shapes 1","SV_3rz9caA8ywURmap","Qualtrics","G2GEOM2d1"
"tut",2,"geom","2D Shapes 2","SV_cYKbAzUyGtdo1dr","Qualtrics","G2GEOM2d2"
"tut",2,"geom","3D Shapes 1","SV_3JzTaKVUFeQuHbf","Qualtrics","G2GEOM3d1"
"tut",2,"eat","Algebra 1","SV_9KSMgF8TZOUZdZz","Qualtrics","G2EATalg1"
"tut",2,"eat","Algebra 2","SV_9EQWkZHx8J2o7k1","Qualtrics","G2EATalg2"
"tut",2,"geom","Angles 1","SV_2lxTKmgUISh2yih","Qualtrics","G2GEOMangl1"
"tut",2,"geom","Angles 2","SV_24VY2fhUuz0W1Rb","Qualtrics","G2GEOMangl2"
"tut",2,"fpr","Computation 1","SV_0ofCisBC0rSk57f","Qualtrics","G2FPRcomp1"
"tut",2,"ns","Computation 1","SV_bwlHhDNfBCQoiCV","Qualtrics","G2NScomp1"
"tut",2,"fpr","Computation 2","SV_2o7rV5q6YRUhhLT","Qualtrics","G2FPRcomp2"
"tut",2,"mp","Coordinates 1","SV_9TaD94dVP1yyyLr","Qualtrics","G2MPcoord1"
"tut",2,"mp","Data 1","SV_8ohRiZiK7fcudOR","Qualtrics","G2MPdata1"
"tut",2,"mp","Data 2","SV_6QHvMVBPWLhnw9f","Qualtrics","G2MPdata2"
"tut",2,"eat","Functions 1","SV_dcaXCEgnPlrhX6d","Qualtrics","G2EATfunc1"
"tut",2,"ns","Order 1","SV_099Ximbbbv8135r","Qualtrics","G2NSord1"
"tut",2,"ns","Placement 1","SV_7VUcGDyFcqsmSBn","Qualtrics","G2NSplc1"
"tut",2,"ns","Prime Numbers 1","SV_7OOsvWQkSliq3Fb","Qualtrics","G2NSprime1"
"tut",2,"ns","Prime Numbers 2","SV_a3PLxSYgnaQvKfj","Qualtrics","G2NSprime2"
"tut",2,"mp","Probability 1","SV_82nCMQDGTQ1ZiDj","Qualtrics","G2MPprob1"
"tut",2,"fpr","Ratios 1","SV_4PGIvmjswY5IgmN","Qualtrics","G2FPRrat1"
"tut",2,"fpr","Ratios 2","SV_e2uyQsuBTGEO8cZ","Qualtrics","G2FPRrat2"
"tut",2,"eat","Variables 1","SV_1FvD3bDBjOFbqLP","Qualtrics","G2EATvar1"
"tut",2,"eat","Variables 2","SV_899vQ7ddoUDqHCR","Qualtrics","G2EATvar2"
"vid",2,"FPR","Adding Fractions With Unlike Denominators","OVMceVL_CEQ","Computations","nofile"
"vid",2,"FPR","Adding Fractions With Unlike Denominators Word Problem","PKh5B9xyzSc","Computations","nofile"
"vid",2,"MP","Box-And-Whisker Plots","-M0Fi0ijnJs","Data Description","nofile"
"vid",2,"SP","Box-And-Whisker Plots","-M0Fi0ijnJs","Data Description","nofile"
"vid",2,"NS","Comparing Place Values In Decimals","lR_kUUPL8YY","Placement","nofile"
"vid",2,"FPR","Conceptual Understanding Of Dividing Fractions By Fractions","f3ySpxX9oeM","Computations","nofile"
"vid",2,"FPR","Conceptualizing Fraction Multiplication","lJdb4_Fuxvw","Computations","nofile"
"vid",2,"MP","Converting Centimeters To Meters","6bQ6HJsAv4A","Unit/Conversion","nofile"
"vid",2,"MP","Converting Gallons To Quarts, Pints, And Cups","4uQtJDf7drU","Unit/Conversion","nofile"
"vid",2,"MP","Converting Minutes To Hours","DLno3b-Xsmo","Unit/Conversion","nofile"
"vid",2,"FPR","Creating A Fraction Through Division Of Whole Numbers","Mcm0Q3wGhMo","Computations/Models","nofile"
"vid",2,"FPR","Describing The Meaning Of Percent","Lvr2YsxG10o","Computations","nofile"
"vid",2,"EAT","Distributive Property Example 1","ewEorPD4kdA","Algebra","nofile"
"vid",2,"NS","Expanding Out A Decimal By Place Value","he4kcTujy30","Placement","nofile"
"vid",2,"EAT","Expression Terms, Factors And Coefficients","9_VCk9tWT0Y","Algebra","nofile"
"vid",2,"GEOM","How We Measure Volume","xMz9WFvox9g","3D Shapes","nofile"
"vid",2,"EAT","Inequalities In One Variable 1 Exercise","aINeMQH77jg","Variables","nofile"
"vid",2,"NS","Intro To Multiplying Decimals","STyoP3rCmb0","Computation","nofile"
"vid",2,"EAT","Introduction To Order Of Operations","ClYdw4d4OmA","Algebra","nofile"
"vid",2,"FPR","Introduction To Ratios","bIKmw0aTmYc","Ratios","nofile"
"vid",2,"EAT","Intuition Why We Divide Both Sides","Ye13MIPv6n0","Algebra","nofile"
"vid",2,"NS","Least Common Multiple (Lcm)","D6yHKOYJiso","Prime","nofile"
"vid",2,"GEOM","Measuring Volume As Area Times Length","daCT_24RnIY","3D Shapes","nofile"
"vid",2,"NS","More Intuition On Multiplying Decimals","4IWfJ7-CYfE","Computation","nofile"
"vid",2,"NS","Multiple Digit Numbers","-h3Oqhl8fPg","Computation","nofile"
"vid",2,"FPR","Multiplying A Fraction By A Fraction","x6xtezhuCZ4","Computations","nofile"
"vid",2,"FPR","Multiplying Fractions And Whole Numbers","4PlkCiEXBQI","Computations","nofile"
"vid",2,"NS","Negative Numbers Introduction","Hlal9ME2Aig","Ordering","nofile"
"vid",2,"EAT","One-Step Equation Intuition","kbqO0YTUyAY","Algebra","nofile"
"vid",2,"MP","Ordering Metric Distances","mI84WDfhuYA","Unit/Conversion","nofile"
"vid",2,"MP","Performing Arithmetic Calculations On Units Of Volume","hShqXKpI6KA","Unit/Conversion","nofile"
"vid",2,"GEOM","Perimeter And Area Basics","LoaBd-sPzkU","Shapes","nofile"
"vid",2,"NS","Plotting Inequalities On A Number Line","ilWDSYnTEFs","Ordering","nofile"
"vid",2,"NS","Powers Of 10","YJdCw2fK-Og","Placement/Prime","nofile"
"vid",2,"GEOM","Quadrants Of Coordinate Plane","1op92ojA6q0","Coordinates","nofile"
"vid",2,"GEOM","Quadrilateral Overview","Ka82QC4QvGA","2D Shapes","nofile"
"vid",2,"GEOM","Quadrilateral Properties","5CeBlu260Rw","2D Shapes","nofile"
"vid",2,"MP","Reading Line Graphs","36v2EXZRzUE","Coordinates/Models","nofile"
"vid",2,"MP","Reading Pictographs","qrVvpYt3Vl0","Coordinates/Models","nofile"
"vid",2,"NS","Regrouping Whole Numbers","X3JqIZR1XcY","Placement","nofile"
"vid",2,"NS","Regrouping With Decimals","3szFVS5p_7A","Placement","nofile"
"vid",2,"FPR","Representing A Number As A Decimal, Percent, And Fraction","-gB1y-PMWfs","Inequality","nofile"
"vid",2,"EAT","Representing A Relationship With A Simple Equation","XN48Ba9Ncr8","Algebra","nofile"
"vid",2,"EAT","Simple Equations Of The Form Ax = B","9Ek61w1LxSc","Algebra","nofile"
"vid",2,"MP","Statistical And Non Statistical Questions","qyYSQDcSNlY","Method","nofile"
"vid",2,"MP","Statistics Intro: Mean, Median And Mode","h8EYEJ32oQ8","Data Description","nofile"
"vid",2,"FPR","Subtracting Fractions With Unlike Denominators","N21Wh4Jqftc","Computations","nofile"
"vid",2,"FPR","Subtracting Fractions With Unlike Denominators Word Problem","5fK8HEYNRuQ","Computations","nofile"
"vid",2,"FPR","Two Ways To Conceptualize A Product Of A Fraction And A Whole Number","HiNrFT280_Y","Computations","nofile"
"vid",2,"FPR","Understanding Fractions As Division","c-_yrA-GUow","Computations","nofile"
"vid",2,"MP","Unit Conversion With Fractions","jFSenp9ueaI","Unit/Conversion","nofile"
"vid",2,"FPR","Using Fractions As Division To Create Mixed Numbers","g8yk6zQDAek","Computations","nofile"
"vid",2,"EAT","Variables, Expressions, And Equations","vDqOoI-4Z6M","Algebra","nofile"
"vid",2,"FPR","Visualizing Fraction Multiplication","hr_mTd-oJ-M","Computations/Models","nofile"
"vid",2,"EAT","What Is A Variable?","tHYis-DP0oU","Variables","nofile"
"vid",2,"EAT","Why We Do The Same Thing To Both Sides: Simple Equations","5FBDqY41GjU","Algebra","nofile"
"vid",2,"NS","Writing A Decimal To Represent A Quantity","5DlzmolR8Cg","Placement","nofile"
"vid",2,"NS","Writing Out A Decimal In Words","AuD2TX-90Cc","Placement","nofile"
"vid",2,"NS","Writing Out A Decimal In Words 2","G7QiIkYfeME","Placement","nofile"
"def",3,"NS","Absolute Value","UCSMPg7-8absolutevalue","Absolute","nofile"
"def",3,"GEOM","Acute Angles","UCSMPg7-8acuteangle","Angles","nofile"
"def",3,"GEOM","Acute Triangle","UCSMPg7-8triangleacute","Shape Recognition","nofile"
"def",3,"NS","Adding (Or Subtracting) Fractions Property","UCSMPg7-8adding(orsubtracting)fractionsproperty","Properties","nofile"
"def",3,"EE","Addition Method For Solving A System","UCSMPg7-8additionmethodforsolvingasystem","Properties","nofile"
"def",3,"EE","Addition Property Of Equality","UCSMPg7-8additionpropertyofequality","Properties","nofile"
